4055,106994,33,"CS","360","59","CSHC"
4059,106994,41,"CS","370","65","CSHC"
4060,106994,41,"CS","454","64","CSHC"
4065,106994,43,"CS","448","64","CSHC"
4066,106994,43,"CS","486","64","CSHC"
4067,106994,43,"CS","492","85","CSHC"
4071,107006,1,"CS","100","81","\N"
4103,107125,1,"CS","133","65","MATHH"
4111,107125,11,"CS","134","84","MATHH"
4115,107125,13,"CS","330","73","MABAFOH"
4149,107134,1,"CS","100","76","\N"
4152,107165,1,"CS","125","86","MATHH"
4157,107165,3,"CS","134","79","MATHH"
4208,107235,1,"CS","125","36","MATHH"
4212,107235,9,"CS","125","65","MATHH"
4218,107235,11,"CS","134","68","MATHH"
4240,107236,1,"CS","100","66","\N"
4264,107338,1,"CS","338","81","MATH3G"
4272,107345,1,"CS","100","81","\N"
4273,107351,1,"CS","115","92","MATHHC"
4278,107351,3,"CS","116","93","MATHHC"
4323,107376,1,"CS","115","63","MATHBAH"
4335,107400,1,"CS","488","81","\N"
4346,107458,1,"CS","448","95","CSH"
4347,107458,1,"CS","454","81","CSH"
4359,107482,1,"CS","100","86","\N"
4361,107537,1,"CS","115","63","MATHH"
4370,107537,9,"CS","116","76","MATHH"
4406,107570,1,"CS","100","87","\N"
4407,107570,3,"CS","316","94","\N"
4409,107606,1,"CS","130","78","CSHC"
4414,107606,7,"CS","134","82","CSHC"
4420,107606,13,"CS","241","72","CSHC"
4421,107606,13,"CS","251","72","CSHC"
4426,107606,21,"CS","240","75","CSHC"
4427,107606,21,"CS","246","77","CSHC"
4432,107606,27,"CS","341","80","CSHC"
4433,107606,27,"CS","350","78","CSHC"
4434,107606,27,"CS","360","55","CSHC"
4438,107606,31,"CS","370","82","CSHC"
4441,107606,33,"CS","343","77","CSHC"
4448,107606,41,"CS","448","82","CSHC"
4449,107606,41,"CS","486","88","CSHC"
4453,107606,43,"CS","454","67","CSHC"
4456,107619,1,"CS","430","86","MATH3GC"
4460,107694,1,"CS","125","41","\N"
4462,107738,1,"CS","133","67","MATHHC"
4494,107738,41,"CS","134","44","ACTSCHC"
4498,107738,47,"CS","134","61","ACTSCHC"
4510,107763,1,"CS","342","75","CSHC"
4511,107763,1,"CS","360","87","CSHC"
4512,107763,1,"CS","370","79","CSHC"
4516,107763,9,"CS","341","74","CSHC"
4517,107763,9,"CS","354","78","CSHC"
4518,107763,9,"CS","445","73","CSHC"
4522,107763,15,"CS","446","71","CSHC"
4523,107763,15,"CS","448","81","CSHC"
4524,107763,15,"CS","454","66","CSHC"
4529,107763,21,"CS","447","77","CSHC"
4530,107763,21,"CS","488","91","CSHC"
4533,107777,1,"CS","115","75","BUSMATHC"
4537,107777,3,"CS","116","66","BUSMATHC"
4601,107884,1,"CS","448","74","SE"
4602,107884,1,"CS","488","74","SE"
4612,107906,1,"CS","135","88","MATHFARMHC"
4622,107906,5,"CS","136","99","MATHFARMHC"
4627,107906,9,"CS","234","94","MATHFARMHC"
4628,107906,9,"CS","241","85","MATHFARMHC"
4629,107906,9,"CS","330","85","MATHFARMHC"
4652,107983,1,"CS","125","76","MATHBAH"
4668,107983,17,"CS","134","77","ACTSCFOH"
4704,108071,1,"CS","100","82","\N"
